42.06431,-84.23821, Point 637
42.06429,-84.23822, Point 638
42.06428,-84.23822, Point 639
42.06426,-84.23822, Point 640
42.06426,-84.23823, Point 641
42.06424,-84.23824, Point 642
42.06423,-84.23824, Point 643
42.06422,-84.23825, Point 644
42.06421,-84.23825, Point 645
42.0642,-84.23826, Point 646
42.06419,-84.23826, Point 647
42.06417,-84.23826, Point 648
42.06416,-84.23827, Point 649
42.06415,-84.23827, Point 650
42.06415,-84.23828, Point 651
42.06413,-84.23828, Point 652
42.06411,-84.23828, Point 653
42.0641,-84.23829, Point 654
42.06409,-84.23829, Point 655
42.06408,-84.23831, Point 656
42.06408,-84.23831, Point 657
42.06407,-84.23832, Point 658
42.06407,-84.23834, Point 659
42.06406,-84.23836, Point 660
42.06406,-84.23838, Point 661
42.06404,-84.23839, Point 662
42.06402,-84.2384, Point 663
42.064,-84.23841, Point 664
42.06398,-84.23842, Point 665
42.06397,-84.23843, Point 666
42.06394,-84.23844, Point 667
42.06393,-84.23844, Point 668
42.06391,-84.23845, Point 669
42.06389,-84.23845, Point 670
42.06388,-84.23845, Point 671
42.06387,-84.23847, Point 672
42.06386,-84.23847, Point 673
42.06384,-84.23848, Point 674
42.06384,-84.23848, Point 675
42.06383,-84.2385, Point 676
42.06384,-84.23852, Point 677
42.06386,-84.23854, Point 678
42.06388,-84.23856, Point 679
42.0639,-84.23859, Point 680
42.06391,-84.23861, Point 681
42.06392,-84.23863, Point 682
42.06391,-84.23864, Point 683
42.06391,-84.23865, Point 684
42.0639,-84.23866, Point 685
42.06388,-84.23867, Point 686
42.06387,-84.23867, Point 687
42.06386,-84.23868, Point 688
42.06385,-84.23869, Point 689
42.06384,-84.2387, Point 690
42.06383,-84.23871, Point 691
42.06383,-84.23873, Point 692
42.06385,-84.23876, Point 702
42.06385,-84.23879, Point 703
42.06386,-84.23881, Point 709
42.06387,-84.23883, Point 710
42.06388,-84.23885, Point 711
42.06388,-84.23887, Point 713
42.06388,-84.23889, Point 714
42.06388,-84.2389, Point 715
42.06387,-84.23891, Point 716
42.06386,-84.23893, Point 720
42.06385,-84.23894, Point 721
42.06384,-84.23895, Point 722
42.06384,-84.23897, Point 723
42.06384,-84.23898, Point 724
42.06383,-84.23899, Point 725
42.06383,-84.239, Point 726
42.06383,-84.23902, Point 727
42.06384,-84.23904, Point 728
42.06384,-84.23906, Point 729
42.06385,-84.23908, Point 731
42.06386,-84.23911, Point 732
42.06386,-84.23914, Point 733
42.06387,-84.23916, Point 734
42.06387,-84.23919, Point 735
42.06388,-84.23921, Point 736
42.06389,-84.23924, Point 737
42.06389,-84.23926, Point 738
42.0639,-84.23928, Point 739
42.0639,-84.2393, Point 740
42.0639,-84.23932, Point 741
42.0639,-84.23934, Point 742
42.0639,-84.23937, Point 743
42.0639,-84.23938, Point 744
42.06391,-84.23941, Point 745
42.06391,-84.23943, Point 746
42.06391,-84.23944, Point 747
42.06391,-84.23947, Point 748
42.06392,-84.23949, Point 749
42.06394,-84.23953, Point 750
42.06395,-84.23955, Point 752
42.06397,-84.23957, Point 753
42.06398,-84.2396, Point 754
42.06399,-84.23962, Point 755
42.064,-84.23964, Point 756
42.064,-84.23967, Point 757
42.06401,-84.23969, Point 758
42.06401,-84.23971, Point 759
42.06401,-84.23973, Point 760
42.06402,-84.23976, Point 761
42.06402,-84.23978, Point 762
42.06403,-84.2398, Point 763
42.06404,-84.23984, Point 765
42.06404,-84.23985, Point 767
42.06406,-84.23988, Point 776
42.06407,-84.23991, Point 777
42.06409,-84.23993, Point 778
42.0641,-84.23995, Point 779
42.06411,-84.23997, Point 780
42.06411,-84.23999, Point 781
42.0641,-84.24001, Point 782
42.06411,-84.24002, Point 783
42.06412,-84.24004, Point 786
42.06412,-84.24006, Point 787
42.06413,-84.24008, Point 788
42.06413,-84.2401, Point 789
42.06414,-84.24012, Point 791
42.06414,-84.24015, Point 792
42.06416,-84.24017, Point 793
42.06417,-84.24019, Point 794
42.06417,-84.24021, Point 795
42.06417,-84.24023, Point 796
42.06418,-84.24025, Point 797
42.06419,-84.24027, Point 798
42.0642,-84.24029, Point 799
42.0642,-84.24032, Point 800
42.06421,-84.24034, Point 801
42.06422,-84.24036, Point 802
42.06422,-84.24037, Point 803
42.06423,-84.2404, Point 804
42.06424,-84.24043, Point 806
42.06426,-84.24045, Point 816
42.06454,-84.24007, Point 824
42.06427,-84.24048, Point 825
42.06428,-84.24051, Point 826
42.06429,-84.24054, Point 827
42.0643,-84.24057, Point 828
42.0643,-84.24059, Point 829
42.06431,-84.24062, Point 830
42.06432,-84.24065, Point 832
42.06433,-84.24068, Point 833
42.06433,-84.24071, Point 836
42.06433,-84.24074, Point 837
42.06433,-84.24076, Point 838
42.06434,-84.24078, Point 839
42.06435,-84.2408, Point 840
42.06437,-84.24082, Point 841
42.06438,-84.24083, Point 842
42.06438,-84.24086, Point 843
42.06439,-84.24088, Point 845
42.06441,-84.2409, Point 851
42.06442,-84.24092, Point 852
42.06443,-84.24095, Point 855
42.06443,-84.24096, Point 856
42.06443,-84.24098, Point 857
42.06443,-84.241, Point 858
42.06443,-84.24102, Point 859
42.06444,-84.24103, Point 860
42.06444,-84.24105, Point 861
42.06443,-84.24107, Point 862
42.06443,-84.24108, Point 863
42.06443,-84.2411, Point 864
42.06443,-84.24111, Point 865
42.06442,-84.24112, Point 866
42.06442,-84.24114, Point 867
42.06442,-84.24115, Point 868
42.06441,-84.24116, Point 869
42.06441,-84.24117, Point 870
42.06441,-84.24119, Point 871
42.06441,-84.2412, Point 872
42.06441,-84.24121, Point 873
42.06441,-84.24121, Point 874
42.06441,-84.24123, Point 875
42.06442,-84.24124, Point 876
42.06444,-84.24125, Point 896
42.06446,-84.24125, Point 897
42.06448,-84.24125, Point 898
42.06451,-84.24124, Point 899
42.06454,-84.24123, Point 919
42.06457,-84.24121, Point 920
42.06459,-84.24119, Point 921
42.0646,-84.24117, Point 922
42.06461,-84.24115, Point 923
42.06463,-84.24113, Point 924
42.06466,-84.24111, Point 925
42.06468,-84.24108, Point 926
42.06469,-84.24106, Point 927
42.06471,-84.24104, Point 928
42.06473,-84.24101, Point 929
42.06476,-84.24098, Point 930
42.06478,-84.24096, Point 931
42.06481,-84.24094, Point 932
42.06483,-84.24092, Point 933
42.06486,-84.24089, Point 934
42.06488,-84.24088, Point 935
42.06491,-84.24086, Point 937
42.06493,-84.24084, Point 938
42.06496,-84.24083, Point 939
42.06499,-84.24081, Point 940
42.06501,-84.24079, Point 942
42.06501,-84.24079, Point 943
42.06503,-84.24077, Point 944
42.06506,-84.24074, Point 945
42.06508,-84.24071, Point 946
42.0651,-84.24069, Point 947
42.06512,-84.24066, Point 948
42.06515,-84.24064, Point 949
42.06517,-84.24062, Point 950
42.0652,-84.24059, Point 951
42.06522,-84.24057, Point 952
42.06524,-84.24054, Point 953
42.06525,-84.24051, Point 954
42.06527,-84.24048, Point 955
42.06528,-84.24045, Point 956
42.0653,-84.24042, Point 957
42.06531,-84.24039, Point 958
42.06532,-84.24035, Point 959
42.06534,-84.24032, Point 964
42.06535,-84.24028, Point 965
42.06536,-84.24025, Point 966
42.06537,-84.24021, Point 967
42.06539,-84.24019, Point 968
42.0654,-84.24016, Point 970
42.06541,-84.24013, Point 971
42.06543,-84.24009, Point 972
42.06544,-84.24006, Point 973
42.06547,-84.24004, Point 975
42.06548,-84.24001, Point 976
42.0655,-84.23998, Point 977
42.06552,-84.23995, Point 978
42.06553,-84.23992, Point 979
42.06555,-84.23988, Point 980
42.06557,-84.23985, Point 981
42.06559,-84.23983, Point 982
42.0656,-84.23979, Point 983
42.06563,-84.23977, Point 984
42.06566,-84.23974, Point 985
42.06568,-84.23971, Point 986
42.0657,-84.2397, Point 987
42.06574,-84.2397, Point 989
42.06577,-84.23969, Point 990
42.0658,-84.23969, Point 992
42.06584,-84.23971, Point 993
42.06587,-84.23972, Point 994
42.0659,-84.23974, Point 995
42.06594,-84.23976, Point 997
42.06598,-84.23977, Point 998
42.06601,-84.23979, Point 999
42.06605,-84.2398, Point 1000
42.06608,-84.23981, Point 1004
42.06609,-84.23983, Point 1005
42.0661,-84.23986, Point 1006
42.06611,-84.23988, Point 1007
42.06612,-84.2399, Point 1008
42.06613,-84.23992, Point 1009
42.06616,-84.23994, Point 1011
42.06619,-84.23994, Point 1012
42.06622,-84.23996, Point 1013
42.06624,-84.23998, Point 1014
42.06625,-84.24, Point 1016
42.06625,-84.24002, Point 1017
42.06626,-84.24004, Point 1018
42.06627,-84.24005, Point 1019
42.06629,-84.24008, Point 1020
42.06632,-84.24009, Point 1021
42.06635,-84.2401, Point 1022
42.06637,-84.24011, Point 1023
42.06639,-84.24013, Point 1024
42.0664,-84.24015, Point 1025
42.06641,-84.24018, Point 1026
42.06642,-84.2402, Point 1027
42.06642,-84.24022, Point 1034
42.06643,-84.24024, Point 1035
42.06644,-84.24025, Point 1036
42.06645,-84.24027, Point 1037
42.06646,-84.24029, Point 1038
42.06648,-84.24031, Point 1039
42.0665,-84.24033, Point 1040
42.06651,-84.24034, Point 1041
42.06653,-84.24036, Point 1042
42.06656,-84.24036, Point 1043
42.06659,-84.24037, Point 1044
42.06661,-84.24039, Point 1045
42.06662,-84.2404, Point 1046
42.06662,-84.24043, Point 1047
